# rtl-power-fftw output
# Acquisition start: 2026-09-05 00:02:35 UTC
# Acquisition end: 2026-09-05 00:12:45 UTC
#
# frequency [Hz] power spectral density [dB/Hz]
1419700000 -64.0424
1419700977 -64.0441
1419701953 -64.0542
1419702930 -64.0519
1419703906 -64.0403
1419704883 -64.0486
1419705859 -64.0317
1419706836 -64.039
1419707812 -64.0368
1419708789 -64.0318
1419709766 -64.0411
1419710742 -64.0284
1419711719 -64.0244
1419712695 -64.0287
1419713672 -64.0121
1419714648 -64.003
1419715625 -64.0048
1419716602 -63.9974
1419717578 -63.9955
1419718555 -63.9964
1419719531 -63.9982
1419720508 -63.9756
1419721484 -63.969
1419722461 -63.9689
1419723438 -63.9531
1419724414 -63.9555
1419725391 -63.9478
1419726367 -63.9489
1419727344 -63.9319
1419728320 -63.9119
1419729297 -63.9106
1419730273 -63.9021
1419731250 -63.8968
1419732227 -63.8888
1419733203 -63.8736
1419734180 -63.8584
1419735156 -63.8574
1419736133 -63.8425
1419737109 -63.8303
1419738086 -63.8189
1419739062 -63.8125
1419740039 -63.8038
1419741016 -63.78
1419741992 -63.7832
1419742969 -63.7782
1419743945 -63.7601
1419744922 -63.7345
1419745898 -63.7218
1419746875 -63.7062
1419747852 -63.6983
1419748828 -63.6906
1419749805 -63.6623
1419750781 -63.6663
1419751758 -63.6504
1419752734 -63.6272
1419753711 -63.6104
1419754688 -63.5985
1419755664 -63.5831
1419756641 -63.5736
1419757617 -63.5561
1419758594 -63.5418
1419759570 -63.5284
1419760547 -63.5123
1419761523 -63.4971
1419762500 -63.4665
1419763477 -63.4513
1419764453 -63.4381
1419765430 -63.4286
1419766406 -63.4161
1419767383 -63.3831
1419768359 -63.3643
1419769336 -63.3567
1419770312 -63.339
1419771289 -63.3216
1419772266 -63.2986
1419773242 -63.2883
1419774219 -63.2621
1419775195 -63.2607
1419776172 -63.2302
1419777148 -63.2147
1419778125 -63.1902
1419779102 -63.1699
1419780078 -63.1262
1419781055 -63.0514
1419782031 -62.9754
1419783008 -62.9963
1419783984 -63.0495
1419784961 -63.0533
1419785938 -63.0489
1419786914 -63.0247
1419787891 -63.0131
1419788867 -62.9894
1419789844 -62.9834
1419790820 -62.9513
1419791797 -62.9294
1419792773 -62.9142
1419793750 -62.902
1419794727 -62.8684
1419795703 -62.8471
1419796680 -62.8358
1419797656 -62.8143
1419798633 -62.7939
1419799609 -62.6427
1419800586 -62.7258
1419801562 -62.7355
1419802539 -62.7063
1419803516 -62.692
1419804492 -62.6726
1419805469 -62.6534
1419806445 -62.631
1419807422 -62.61
1419808398 -62.5836
1419809375 -62.5636
1419810352 -62.5372
1419811328 -62.5333
1419812305 -62.5105
1419813281 -62.4993
1419814258 -62.4691
1419815234 -62.4488
1419816211 -62.4219
1419817188 -62.3931
1419818164 -62.3797
1419819141 -62.3764
1419820117 -62.3506
1419821094 -62.3337
1419822070 -62.3114
1419823047 -62.2864
1419824023 -62.2676
1419825000 -62.2474
1419825977 -62.2276
1419826953 -62.2041
1419827930 -62.1894
1419828906 -62.1748
1419829883 -62.1444
1419830859 -62.1329
1419831836 -62.1
1419832812 -62.0834
1419833789 -62.0678
1419834766 -62.056
1419835742 -62.0325
1419836719 -61.9908
1419837695 -61.9221
1419838672 -61.9134
1419839648 -61.9374
1419840625 -61.9213
1419841602 -61.9046
1419842578 -61.8875
1419843555 -61.8546
1419844531 -61.8442
1419845508 -61.8229
1419846484 -61.8057
1419847461 -61.7786
1419848438 -61.7632
1419849414 -61.7568
1419850391 -61.7267
1419851367 -61.7011
1419852344 -61.6922
1419853320 -61.6696
1419854297 -61.6597
1419855273 -61.6311
1419856250 -61.6145
1419857227 -61.5913
1419858203 -61.5804
1419859180 -61.5552
1419860156 -61.5359
1419861133 -61.5262
1419862109 -61.5046
1419863086 -61.4875
1419864062 -61.4694
1419865039 -61.4434
1419866016 -61.4242
1419866992 -61.4188
1419867969 -61.3891
1419868945 -61.376
1419869922 -61.359
1419870898 -61.338
1419871875 -61.321
1419872852 -61.3006
1419873828 -61.2808
1419874805 -61.2647
1419875781 -61.2516
1419876758 -61.2306
1419877734 -61.2103
1419878711 -61.1967
1419879688 -61.1847
1419880664 -61.1655
1419881641 -61.1457
1419882617 -61.1257
1419883594 -61.1056
1419884570 -61.0808
1419885547 -61.0721
1419886523 -61.0493
1419887500 -61.0398
1419888477 -61.0162
1419889453 -60.9995
1419890430 -60.9914
1419891406 -60.9885
1419892383 -60.956
1419893359 -60.9564
1419894336 -60.9181
